ReviewPriority,State,DivisionID,Electorate,EliminatedModelCategory,FinishPosition,AliveModelCategoriesAfter,CandidateCount,InternalCandidateExclusions,LastSurvivorCandidate,LastSurvivorSubtype,LastSurvivorIdeologyFamily,LastSurvivorPrimaryCoverage,DefaultEvidenceMultiplier,TotalVariationDistance,MaximumRecipientDelta,ObservedDominantRecipient,PassThroughDominantRecipient,DominantRecipientChanged,DefaultMethod
MEDIUM,VIC,200,Bendigo,OTH,5,ALP>LNP>GRN>ON,5,4,Wayne Taylor,OTH_HMP,CENTRE_LEFT,0.34513274336283184,0.34513274336283184,0.06586180548477943,0.06261417918200879,GRN,GRN,False,OBSERVED_LAST_SURVIVOR_EXIT
MEDIUM,NSW,118,Farrer,OTH,6,ALP>LNP>GRN>ON>IND,4,3,Peter Sinclair,OTH_ASP,CENTRE_RIGHT,0.3468101609462866,0.3468101609462866,0.06541942849849272,0.06541942849849275,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
MEDIUM,VIC,211,Flinders,OTH,6,ALP>LNP>GRN>ON>IND,2,1,Jason Smart,OTH_CYA,RIGHT,0.7623666343355965,0.7623666343355965,0.06483811200866614,0.04644161378568196,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
MEDIUM,WA,239,Forrest,OTH,6,ALP>LNP>GRN>ON>IND,2,1,Aaron Peet,OTH_HMP,CENTRE_LEFT,0.7850367197062423,0.7850367197062423,0.06438266194605055,0.06438266194605058,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
MEDIUM,QLD,302,Longman,OTH,5,ALP>LNP>GRN>ON,2,1,Benjamin Wood,OTH_CYA,RIGHT,0.5617081182543406,0.5617081182543406,0.06294614633257858,0.06294614633257856,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
MEDIUM,NSW,128,Lindsay,OTH,5,ALP>LNP>GRN>ON,6,5,Antony Victor Emmanuel,OTH_FFPA,RIGHT,0.21002698233092523,0.21002698233092523,0.05988123377284456,0.059184095199366626,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
MEDIUM,TAS,192,Bass,OTH,6,ALP>LNP>GRN>ON>IND,2,1,Ray Broomhall,OTH_CYA,RIGHT,0.7653949129852744,0.7653949129852744,0.05389373586299218,0.041982745798006815,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
MEDIUM,QLD,163,Griffith,OTH,5,ALP>LNP>GRN>ON,3,2,Dion Hunt,OTH_GRPF,RIGHT,0.4817991233085573,0.4817991233085573,0.0523119079457737,0.05231190794577367,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
MEDIUM,VIC,201,Bruce,OTH,5,ALP>LNP>GRN>ON,4,3,Wendy Birchall,OTH_FFPA,RIGHT,0.3335983463189696,0.3335983463189696,0.05167128894837321,0.04490628783141662,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
LOW,QLD,162,Forde,OTH,5,ALP>LNP>GRN>ON,4,3,Corneliu Pop,OTH_FFPA,RIGHT,0.3802856147683734,0.3802856147683734,0.048809898703616225,0.042421251136414095,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
LOW,WA,312,Durack,OTH,5,ALP>LNP>GRN>ON,4,3,Kat Wright,OTH_HMP,CENTRE_LEFT,0.50263839585532,0.50263839585532,0.04862753210694869,0.04862753210694867,LNP,LNP,False,OBSERVED_LAST_SURVIVOR_EXIT
LOW,VIC,229,Menzies,OTH,6,ALP>LNP>GRN>ON>IND,3,2,Amanda Paliouras,OTH_CYA,RIGHT,0.4645736833075999,0.4645736833075999,0.04771881155692978,0.04667336615317774,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
LOW,VIC,198,Ballarat,OTH,5,ALP>LNP>GRN>ON,3,2,Ian Maxwell Harkness,OTH_FFPA,RIGHT,0.41473341473341474,0.41473341473341474,0.04670171918233933,0.02785468192444937,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
LOW,QLD,158,Dawson,OTH,4,ALP>LNP>ON,3,2,Alexander John Beaumont,OTH_GRPF,RIGHT,0.38654179673950745,0.38654179673950745,0.04523621406712203,0.04523621406712208,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
LOW,VIC,214,Goldstein,OTH,6,ALP>LNP>GRN>ON>IND,2,1,Vicki Jane Williams,OTH_CYA,RIGHT,0.55196366550895,0.55196366550895,0.044254562539729314,0.04040922365426958,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
LOW,SA,183,Grey,OTH,6,ALP>LNP>GRN>ON>IND,2,1,Kylie Evans,OTH_FFPA,RIGHT,0.5902341956222257,0.5902341956222257,0.04189728411828988,0.026710296785340593,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
LOW,NSW,150,Whitlam,OTH,5,ALP>LNP>GRN>ON,6,5,Ben Britton,IND_MINOR,CENTRE_RIGHT,0.3683730075135173,0.3683730075135173,0.03961686007039836,0.03961686007039833,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
LOW,VIC,209,Deakin,OTH,6,ALP>LNP>GRN>ON>IND,3,2,Richard Griffith-Jones,OTH_FFPA,RIGHT,0.37987012987012986,0.37987012987012986,0.0379972432211238,0.03775494820270936,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
LOW,NSW,124,Hughes,OTH,5,ALP>LNP>GRN>ON,4,3,Nathaniel David Marsh,OTH_FFPA,RIGHT,0.31061496278887585,0.31061496278887585,0.03514828361735894,0.02833474932372665,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
LOW,QLD,157,Capricornia,OTH,4,ALP>LNP>ON,2,1,Stephen Andrew,OTH_CYA,RIGHT,0.6219803006739243,0.6219803006739243,0.03489893648483043,0.034898936484830445,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
LOW,SA,325,Spence,OTH,5,ALP>LNP>GRN>ON,4,3,John William Bennett,OTH_FFPA,RIGHT,0.3392399806188136,0.3392399806188136,0.034731819112021826,0.03473181911202183,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
LOW,VIC,222,Lalor,OTH,5,ALP>LNP>GRN>ON,3,2,Matthew Emerson,OTH_FFPA,RIGHT,0.5748367654445002,0.5748367654445002,0.03281037179154536,0.03281037179154539,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
LOW,QLD,169,Lilley,OTH,5,ALP>LNP>GRN>ON,2,1,Joshua Morrison,OTH_CYA,RIGHT,0.5325161729656112,0.5325161729656112,0.030892444630910953,0.027832569577890015,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
LOW,VIC,224,Mallee,OTH,5,ALP>LNP>GRN>ON,4,3,Ashleigh Gray,OTH_FFPA,RIGHT,0.34663865546218486,0.34663865546218486,0.030586646984079535,0.026702850771820802,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
LOW,NSW,112,Cook,OTH,5,ALP>LNP>GRN>ON,2,1,Natalie Fuller,OTH_FFPA,RIGHT,0.5048810250152532,0.5048810250152532,0.02870075688867634,0.02870075688867635,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
LOW,VIC,205,Chisholm,OTH,6,ALP>LNP>GRN>ON>IND,2,1,Gary Ong,OTH_FFPA,RIGHT,0.5831726133076182,0.5831726133076182,0.028695636095726514,0.022186475054260774,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
LOW,QLD,174,Oxley,OTH,5,ALP>LNP>GRN>ON,3,2,William Tento,OTH_FFPA,RIGHT,0.4089328697512704,0.4089328697512704,0.028663828455614396,0.028663828455614382,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
LOW,NSW,119,Fowler,OTH,5,ALP>LNP>GRN>IND,2,1,Jared Athavle,OTH_FFPA,RIGHT,0.6670374490174268,0.6670374490174268,0.027670221350267726,0.027670221350267754,IND,IND,False,OBSERVED_LAST_SURVIVOR_EXIT
LOW,QLD,170,Maranoa,OTH,4,ALP>LNP>ON,4,3,Rod Draper,OTH_GRPF,RIGHT,0.42658470995005765,0.42658470995005765,0.02677626303721249,0.02677626303721245,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
LOW,NSW,117,Eden-Monaro,OTH,5,ALP>LNP>GRN>ON,4,3,Andrew Evan Thaler,IND_MINOR,CENTRE,0.28830179972311953,0.28830179972311953,0.02515239970208412,0.020508224182548385,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
LOW,NSW,133,Macquarie,OTH,5,ALP>LNP>GRN>ON,2,1,Roger Gerard Bowen,OTH_FFPA,RIGHT,0.6405877680698967,0.6405877680698967,0.02383280184758796,0.02383280184758796,ON,ON,False,OBSERVED_LAST_SURVIVOR_EXIT
LOW,WA,242,Moore,OTH,3,ALP>LNP,3,2,Ian Goodenough,OTH_UNAFFILIATED,UNKNOWN,0.7068334553197152,0.7068334553197152,0.02147535546550916,0.02147535546550916,LNP,LNP,False,OBSERVED_LAST_SURVIVOR_EXIT
LOW,QLD,165,Herbert,OTH,3,ALP>LNP,4,3,Darryn Casson,OTH_KAP,CENTRE_RIGHT,0.4877667881311817,0.4877667881311817,0.0190442634841054,0.019044263484105428,LNP,LNP,False,OBSERVED_LAST_SURVIVOR_EXIT
