division_old,state_old,ALP_old,LNP_old,GRN_old,ON_old,IND_old,OTH_old,division_key,division_corrected,state_corrected,ALP_corrected,LNP_corrected,GRN_corrected,ON_corrected,IND_corrected,OTH_corrected,ALP_pvi_delta,LNP_pvi_delta,GRN_pvi_delta,ON_pvi_delta,IND_pvi_delta,OTH_pvi_delta,ALP_old_primary,LNP_old_primary,GRN_old_primary,ON_old_primary,IND_old_primary,OTH_old_primary,ALP_corrected_primary,LNP_corrected_primary,GRN_corrected_primary,ON_corrected_primary,IND_corrected_primary,OTH_corrected_primary,ALP_primary_delta_pp,LNP_primary_delta_pp,GRN_primary_delta_pp,ON_primary_delta_pp,IND_primary_delta_pp,OTH_primary_delta_pp,max_abs_primary_delta_pp
Cook,NSW,-0.21710000000000002,0.0552,-0.0758,-0.005699999999999999,0.21780000000000002,0.0203,COOK,Cook,NSW,-0.04458825542,0.1668731432,-0.02395226298,-0.3654667733,-0.07,-0.01188760389,0.17251174458000001,0.11167314319999999,0.051847737020000007,-0.3597667733,-0.28780000000000006,-0.03218760389,0.13696241129283507,0.40426041255013867,0.06600033313196832,0.06807901695214091,0.2337189555038991,0.09097887056901788,0.28889921682976444,0.47359561131054945,0.0993707198470527,0.05409590934044552,0.02205718389472752,0.06198135877746047,15.193680553692937,6.9335198760410774,3.3370386715084384,-1.3983107611695398,-21.166177160917158,-2.8997511791557407,21.166177160917158
Nicholls,VIC,0.059000000000000004,-0.1261,0.0096,-0.0066,0.1574,-0.04,NICHOLLS,Nicholls,VIC,-0.1260217344,0.1270152482,-0.05427533664,0.5539265957,0.2022,0.01600386895,-0.1850217344,0.2531152482,-0.06387533664,0.5605265957000001,0.04479999999999998,0.05600386895,0.3972060677971746,0.19156051511418914,0.1284770359575695,0.06267899802565927,0.1748479882991828,0.045229394806224635,0.19454275735304863,0.4012668312219913,0.07009343479321152,0.07666965011071282,0.1840623958054501,0.07336493071558554,-20.266331044412595,20.970631610780217,-5.838360116435799,1.3990652085053554,0.9214407506267314,2.813553590936091,20.970631610780217
Reid,NSW,-0.1159,0.0417,-0.0199,0.039599999999999996,-0.07,0.12300000000000001,REID,Reid,NSW,0.1276984415,0.004734559659,-0.01215436488,-1.045910719,-0.0421,-0.03634834613,0.2435984415,-0.036965440341,0.00774563512,-1.0855107190000002,0.027900000000000008,-0.15934834613,0.24360711029252521,0.38770325495376096,0.11353375109956525,0.06919045211066098,0.02447832755801889,0.16148710398546873,0.4524370583547689,0.31403288991198924,0.10805704388259144,0.0389466578125278,0.040072563468105026,0.046453786570017475,20.882994806224367,-7.367036504177172,-0.5476707216973811,-3.0243794298133184,1.5594235910086136,-11.503331741545125,20.882994806224367
Aston,VIC,0.2006,-0.1476,0.0966,-0.0301,-0.07,-0.051,ASTON,Aston,VIC,0.02004097693,0.06169212988,-0.005068954656,-0.6228579223,-0.0313,-0.0118994538,-0.18055902307,0.20929212988,-0.10166895465600001,-0.5927579223,0.038700000000000005,0.039100546199999996,0.5223161377891092,0.165710264620069,0.19231270385754107,0.060385773721793844,0.022071636014800944,0.03720348399668589,0.35343103054825237,0.37354904331086897,0.11478095604525247,0.048216411237084054,0.04760656247218848,0.062415996386353735,-16.888510724085688,20.783877869079998,-7.75317478122886,-1.216936248470979,2.553492645738754,2.5212512389667845,20.783877869079998
Forrest,WA,0.11599999999999999,-0.0636,0.0447,-0.0078000000000000005,-0.07,-0.0208,FORREST,Forrest,WA,-0.1026207836,0.01362809078,-0.02937196376,0.2653994351,0.1104,0.03153732216,-0.21862078359999998,0.07722809078000001,-0.07407196376,0.2731994351,0.1804,0.05233732216,0.45039057970047464,0.2523309559496519,0.15533985903767797,0.06226035487448396,0.022520409084653237,0.05715784135305843,0.24448120233891582,0.3396463950664142,0.09978479630069109,0.07622110219109547,0.14633509340368686,0.09353141069919653,-20.590937736155883,8.731543911676232,-5.555506273698688,1.396074731661151,12.381468431903363,3.63735693461381,20.590937736155883
Wills,VIC,0.0027,0.0063,-0.0089,0.0034999999999999996,0.0636,-0.0373,WILLS,Wills,VIC,0.0173062545,-0.1909461844,0.2252656291,-0.6584816534,-0.07,0.04495235241,0.014606254499999999,-0.1972461844,0.2341656291,-0.6619816533999999,-0.1336,0.08225235241000001,0.3414766648164798,0.32315500993197027,0.11366179084017917,0.06289158368249716,0.1119215470716627,0.04689340365721094,0.37398671988014925,0.13340437007838246,0.31355609380267635,0.05054020510462563,0.023683662739865153,0.10482894839430114,3.251005506366944,-18.97506398535878,19.989430296249715,-1.2351378577871523,-8.823788433179756,5.79355447370902,19.989430296249715
Bonner,QLD,0.1547,-0.1479,-0.0374,-0.0288,0.0874,0.0079,BONNER,Bonner,QLD,0.02967194317,0.0500812978,0.01287580217,-0.3749242521,-0.07,-0.006360384336,-0.12502805683,0.1979812978,0.05027580217,-0.34612425210000003,-0.1574,-0.014260384336,0.48242424624291724,0.1668022511636354,0.08960380364317024,0.06092786822446219,0.12572416468481656,0.0745176660409984,0.3642001268580973,0.3635893696693999,0.12926978812641987,0.054456816909230384,0.022303916830061703,0.06617998160679078,-11.822411938481997,19.678711850576452,3.9665984483249637,-0.6471051315231804,-10.342024785475486,-0.8337684434207613,19.678711850576452
New England,NSW,-0.195,0.0776,-0.037599999999999995,-0.0379,0.2483,-0.0545,NEW ENGLAND,New England,NSW,-0.1383934283,0.1906957917,-0.04416537483,0.5353165937,-0.03369455993,-0.01167614827,0.0566065717,0.1130957917,-0.006565374830000005,0.5732165937,-0.28199455993,0.04282385173,0.15289189499582567,0.40815386842411455,0.09417421705910577,0.06387417705489858,0.2437240938525239,0.03718174861353151,0.2050954027471488,0.512411390879404,0.08636758219946906,0.08492625392917867,0.047140567151287595,0.06405880309351183,5.220350775132313,10.425752245528946,-0.7806634859636702,2.1052076874280097,-19.65835267012363,2.6877054479980322,19.65835267012363
Grey,SA,0.0855,-0.0406,-0.018600000000000002,0.005,-0.07,0.0373,GREY,Grey,SA,-0.1183553241,0.04703962514,-0.06081574812,0.4227878876,0.09515696686,0.007787239079,-0.2038553241,0.08763962514,-0.04221574811999999,0.4177878876,0.16515696686,-0.029512760921,0.4290052630531902,0.28060324859506625,0.10757656486561437,0.06388139697703432,0.022968750720531044,0.09596477578856386,0.2350879432018849,0.38437226536789215,0.07639456485536926,0.08428385417898612,0.13975177795269106,0.08010959444317645,-19.39173198513053,10.376901677282591,-3.118200001024511,2.04024572019518,11.678302723216001,-1.585518134538741,19.39173198513053
Holt,VIC,-0.09609999999999999,0.0701,-0.0072,-0.014199999999999999,0.0311,0.0172,HOLT,Holt,VIC,0.09910936977,-0.06630756847,-0.01669647853,0.2462684108,-0.07,0.03525158665,0.19520936976999997,-0.13640756847,-0.00949647853,0.2604684108,-0.10110000000000001,0.01805158665,0.2494546132028343,0.3943456149831423,0.11728408988911382,0.06360742695803887,0.09198549214847372,0.0833227628183969,0.4430333112418814,0.2552776163707311,0.10896881042608592,0.07480046006182932,0.022895347631090208,0.09502445426838202,19.35786980390471,-13.90679986124112,-0.8315279463027903,1.1193033103790453,-6.909014451738352,1.1701691449985119,19.35786980390471
Mayo,SA,-0.1051,0.1012,-0.0206,0.0013,0.0173,0.0241,MAYO,Mayo,SA,-0.1370417588,-0.08328570961,0.009485713601,-0.1030034371,-0.07,0.2846349064,-0.0319417588,-0.18448570961,0.030085713601,-0.1043034371,-0.0873,0.2605349064,0.23870856487487882,0.42283407903617926,0.1056939709077688,0.06360493017134157,0.08197933958339818,0.08717911542643346,0.22592874945315078,0.2588755860411789,0.1413357190389761,0.06909861254924624,0.02489609789401639,0.27986523502343164,-1.277981542172804,-16.395849299500036,3.5641748131207294,0.5493682377904665,-5.708324168938178,19.268611959699815,19.268611959699815
Fadden,QLD,-0.2041,0.09759999999999999,-0.0471,-0.0436,0.2412,-0.0432,FADDEN,Fadden,QLD,-0.07938091579,0.09091544376,-0.02561865356,0.329118172,-0.03621614034,0.02987665618,0.12471908421,-0.006684556239999986,0.021481346440000004,0.372718172,-0.27741614034,0.07307665618,0.14279814487479467,0.4262253206210678,0.08587351391189489,0.0633245234906576,0.2373884685014236,0.0443900286001613,0.2661115808357747,0.41601403194021136,0.10215354559425903,0.07799069436177206,0.045895643109174336,0.09183450415880863,12.331343596098002,-1.0211288680856467,1.6280031682364138,1.466617087111445,-19.149282539224927,4.744447555864733,19.149282539224927
Macquarie,NSW,-0.1139,0.1552,-0.0313,-0.0083,-0.07,0.0669,MACQUARIE,Macquarie,NSW,0.08362749077,-0.001341763138,-0.005029561096,0.3064079801,-0.07,-0.02904507315,0.19752749076999998,-0.156541763138,0.026270438904,0.31470798009999995,0.0,-0.09594507315,0.22872637579499092,0.47468674404041855,0.0965929283622849,0.06297622982752298,0.022784683061698834,0.11423303891308402,0.4192111721958532,0.31480950442039357,0.1160062446744427,0.07540462607772111,0.022445664083925756,0.05212278854766368,19.048479640086228,-15.987723962002498,1.94133163121578,1.2428396250198135,-0.033901897777307774,-6.211025036542034,19.048479640086228
Fremantle,WA,-0.0006,0.0793,-0.0076,-0.0408,-0.009000000000000001,-0.009399999999999999,FREMANTLE,Fremantle,WA,0.05904719475,-0.1261255704,0.009618393224,-0.152673252,0.1574,-0.03996146823,0.05964719475,-0.20542557039999998,0.017218393224,-0.111873252,0.16640000000000002,-0.03056146823,0.325702399831312,0.3811778288180001,0.11043907154454553,0.05931677479496877,0.061048412337789806,0.06231551267338369,0.3980773759137408,0.19221975954003737,0.12845598071475423,0.061302842705142885,0.1744600406007382,0.04548400052558661,7.237497608242882,-18.895806927796276,1.8016909170208693,0.19860679101741177,11.34116282629484,-1.683151214779708,18.895806927796276
Fraser,VIC,0.0025,0.0663,0.0027,-0.035,-0.0012,-0.0216,FRASER,Fraser,VIC,0.08414706561,-0.1401435752,0.1146561016,-0.3717511547,-0.07,0.02720829813,0.08164706561,-0.2064435752,0.11195610160000001,-0.33675115469999994,-0.0688,0.04880829813,0.3299526717827221,0.37019675347877334,0.11876592101579522,0.059717766841057215,0.06633447099289422,0.055032415888757846,0.43174920132534317,0.1819758629065883,0.21617964382358829,0.05645844547552366,0.023089033996260187,0.09054781247269622,10.179652954262108,-18.822089057218506,9.741372280779306,-0.32593213655335573,-4.324543699663403,3.5515396583938372,18.822089057218506
Mallee,VIC,0.004,0.0379,-0.0301,0.0345,-0.07,0.0223,MALLEE,Mallee,VIC,-0.1685403595,0.13371921,-0.04653276433,0.4330403911,0.0689,0.08808888567,-0.1725403595,0.09581921,-0.01643276433,0.39854039109999995,0.13890000000000002,0.06578888567,0.3549403331748296,0.3672353992492551,0.10032700424289212,0.06607935528005525,0.023433475535424346,0.08798443251754345,0.1684405202431268,0.4373461564315992,0.08119507320837939,0.07787305718415287,0.11155777484186714,0.12358741809087462,-18.649981293170278,7.011075718234411,-1.913193103451273,1.179370190409762,8.81242993064428,3.5602985573331165,18.649981293170278
Capricornia,QLD,0.1093,-0.1242,0.0946,-0.0102,-0.07,-0.0070999999999999995,CAPRICORNIA,Capricornia,QLD,-0.03131575203,0.04499207027,-0.06101410594,1.040126361,-0.07,0.02309170062,-0.14061575202999999,0.16919207027,-0.15561410594,1.050326361,0.0,0.030191700619999998,0.4522887110022482,0.19592514491093457,0.19834673437482178,0.06337237231272264,0.02294840935599562,0.06711862804327719,0.3220951656374939,0.3786478239373643,0.07551736103546644,0.1105755618735625,0.023553135587849994,0.08961095192826292,-13.019354536475431,18.272267902642973,-12.282937333935534,4.720318956083987,0.06047262318543724,2.249232388498573,18.272267902642973
Kingsford Smith,NSW,-0.031400000000000004,0.0233,0.1402,-0.0359,-0.07,-0.0277,KINGSFORD SMITH,Kingsford Smith,NSW,0.1585932968,-0.05774009402,0.01895180668,-0.1555265719,-0.0368,-0.07,0.18999329680000002,-0.08104009402000001,-0.12124819331999999,-0.11962657189999999,0.03320000000000001,-0.042300000000000004,0.3028352447377828,0.3343332583682773,0.22775895302735774,0.060697812441781365,0.022246055401249146,0.052128676023551715,0.484056570377029,0.2543767691239078,0.13257822319653978,0.05974561028227603,0.04369994913510263,0.0255428778851447,18.12213256392462,-7.995648924436955,-9.518072983081796,-0.09522021595053387,2.1453893733853486,-2.6585798138407015,18.12213256392462
Swan,WA,-0.1184,0.047,-0.0608,0.03,0.09519999999999999,0.0078000000000000005,SWAN,Swan,WA,0.0792024013,-0.0468730057,0.04671772487,-0.3417698024,-0.07,0.00454490232,0.1976024013,-0.0938730057,0.10751772487,-0.3717698024,-0.1652,-0.00325509768,0.23914580707444796,0.39045757094434314,0.07792490426842952,0.06836324017135145,0.14283501379069632,0.08127346375073169,0.417877169952957,0.2715139832967107,0.15784133094388308,0.056069936712829,0.022607306485274717,0.07409027260834548,17.8731362878509,-11.894358764763242,7.9916426675453565,-1.2293303458522455,-12.022770730542161,-0.7183191142386205,17.8731362878509
Hughes,NSW,-0.1329,0.20149999999999998,-0.037200000000000004,0.0712,-0.07,-0.034,HUGHES,Hughes,NSW,0.0216087975,0.04650015387,-0.02044363396,-0.4236564692,-0.07,0.03696677603,0.1545087975,-0.15499984612999998,0.016756366040000005,-0.4948564692,0.0,0.07096677603000001,0.21861462612495927,0.5425666269209078,0.0956739114925828,0.06805187473183746,0.02372272102574159,0.051370239703971,0.3604006411304229,0.36412117846685205,0.10439096111707355,0.05381580767548559,0.02255587181256621,0.09471553979759954,14.178601500546364,-17.84454484540558,0.8717049624490756,-1.4236067056351873,-0.11668492131753812,4.3345300093628545,17.84454484540558
Maribyrnong,VIC,-0.10980000000000001,0.050300000000000004,-0.020499999999999997,-0.0096,0.07730000000000001,0.045700000000000005,MARIBYRNONG,Maribyrnong,VIC,0.07550578028,-0.03254447939,0.07878198333,-0.1239243603,-0.07,-0.0506,0.18530578028,-0.08284447939,0.09928198332999999,-0.1143243603,-0.14730000000000001,-0.0963,0.234432556227427,0.3721347702701978,0.10594990008450035,0.06338642593212467,0.12278125154108696,0.1013150959446633,0.41147509291487977,0.2839438629685799,0.18202256442536066,0.06171778034432281,0.022456366596255294,0.038384332750601775,17.704253668745277,-8.819090730161793,7.607266434086031,-0.16686455878018522,-10.032488494483166,-6.293076319406151,17.704253668745277
O'Connor,WA,0.07919999999999999,-0.046900000000000004,0.0467,-0.015,-0.07,0.0045000000000000005,O'CONNOR,O'Connor,WA,-0.1158847839,0.04169818744,-0.01989101088,0.53469652,-0.07,0.122981187,-0.1950847839,0.08859818744,-0.06659101088,0.54969652,0.0,0.118481187,0.41527583517122896,0.2693956517198968,0.15721500154213872,0.06216934828071683,0.022563420094420732,0.0733807431915979,0.23826700788503952,0.3797443515098164,0.11078429253411766,0.08896928727177418,0.023837531939567783,0.15839752885968447,-17.700882728618943,11.034869978991956,-4.643070900802106,2.679993899105735,0.1274111845147051,8.501678566808657,17.700882728618943
Fenner,ACT,0.009300000000000001,-0.011399999999999999,0.1431,-0.036000000000000004,-0.07,-0.055,FENNER,Fenner,ACT,0.1836199185,-0.09376613381,0.04275592844,-3.8509677,-0.07,-0.01028471311,0.1743199185,-0.08236613381,-0.10034407156,-3.8149677,0.0,0.04471528689,0.3453903117391211,0.3032830526964806,0.23225286482737215,0.06128534084127978,0.022462439950107396,0.03532598994563891,0.5220516992637667,0.22521807317054046,0.15513601720434095,0.010184994106394377,0.022670676114396934,0.06473854014056063,17.666138752464562,-7.806497952594013,-7.71168476230312,-5.110034673488541,0.020823616428953737,2.941255019492172,17.666138752464562
Watson,NSW,0.012,0.0199,-0.042,0.0077,0.0137,-0.0105,WATSON,Watson,NSW,0.1546573539,-0.1478946332,-0.03735177524,-0.6735820334,0.0874,0.007855140401,0.14265735389999998,-0.1677946332,0.00464822476,-0.6812820334,0.0737,0.018355140401000003,0.3576205241172722,0.3434462126148115,0.08921537415642838,0.06427815396995572,0.08014499729990825,0.06529473784162397,0.4893712234461107,0.16947701099803403,0.09072631458634532,0.047631516239011094,0.12699874937746558,0.07579518535303324,13.175069932883854,-17.39692016167775,0.15109404299169377,-1.6646637730944622,4.685375207755733,1.0500447511409272,17.39692016167775
Franklin,TAS,0.02,0.0617,-0.0051,-0.027200000000000002,-0.0313,-0.011899999999999999,FRANKLIN,Franklin,TAS,0.04378537051,-0.1198069217,-8.861068243e-05,-0.3464729446,0.1942,-0.03945,0.023785370509999997,-0.1815069217,0.0050113893175700005,-0.3192729446,0.2255,-0.027549999999999998,0.34900120933519857,0.3683652668847172,0.11359801072258224,0.06036199612062256,0.047217543456112974,0.061455973480766445,0.38185397948104466,0.1979163722478471,0.12038328460370533,0.05577253595516821,0.19840566056383163,0.04566816714840299,3.285277014584609,-17.04488946368701,0.6785273881123086,-0.4589460165454348,15.118811710771865,-1.5787806332363457,17.04488946368701
Makin,SA,-0.048600000000000004,0.062400000000000004,-0.0535,0.060899999999999996,-0.0458,0.0254,MAKIN,Makin,SA,0.1337879319,-0.08064087595,-0.0007170987678,0.02923963438,-0.07,0.01414241908,0.1823879319,-0.14304087595,0.0527829012322,-0.03166036561999999,-0.024200000000000006,-0.01125758092,0.31012649857538543,0.4036824286790171,0.08345841241459431,0.06880528718051664,0.041327635349504746,0.09259973780098173,0.4719607515712236,0.23791839309199136,0.12035737674288736,0.06681185818757582,0.022625903337503646,0.08032571706881822,16.183425299583813,-16.576403558702573,3.6898964328293054,-0.19934289929408183,-1.87017320120011,-1.2274020732163506,16.576403558702573
Brisbane,QLD,0.1494,-0.0381,-0.0226,-0.0159,-0.0463,-0.024,BRISBANE,Brisbane,QLD,-0.03137758364,0.02328815748,0.1401948113,-0.9348321176,-0.07,-0.02767063411,-0.18077758364000002,0.06138815748,0.1627948113,-0.9189321175999999,-0.023700000000000006,-0.003670634110000001,0.47428024597994484,0.2726035968879925,0.10048274404475593,0.06090752960524934,0.037595125243670084,0.05413075823838716,0.30879442346851227,0.341385796130553,0.2316745802943245,0.04223132855373758,0.02258496516541831,0.05332890638745429,-16.548582251143255,6.878219924256046,13.119183624956857,-1.8676201051511756,-1.5010160078251775,-0.08018518509328651,16.548582251143255
Bruce,VIC,-0.0202,0.0862,-0.030299999999999997,0.0036,-0.07,0.0208,BRUCE,Bruce,VIC,0.09980918726,-0.07634745374,-0.007351721099,0.1812151785,-0.07,0.03994887437,0.12000918726,-0.16254745374000001,0.022948278900999996,0.1776151785,0.0,0.01914887437,0.3228999142512241,0.4076150057503133,0.09789805983656862,0.06365839403103148,0.022903568770281883,0.08502505736058073,0.4442407350336978,0.24538464767379298,0.1166009732185956,0.07265677444682775,0.022921674895448378,0.09819519473163743,12.13408207824737,-16.223035807652032,1.8702913382026982,0.8998380415796272,0.0018106125166495596,1.3170137371056698,16.223035807652032
Burt,WA,0.0216,0.04650000000000001,-0.0204,-0.0161,-0.07,0.037000000000000005,BURT,Burt,WA,0.1342725798,-0.122430961,-0.01216143595,0.3512439048,-0.0509,0.02643140611,0.1126725798,-0.16893096100000002,0.008238564050000001,0.3673439048,0.019100000000000006,-0.010568593890000005,0.3574851867749198,0.36064488486376595,0.10382709275095621,0.061880790752563225,0.022470262973153347,0.09369178188464139,0.4815828003374008,0.1998603103605239,0.11343658352184956,0.0791056570162841,0.036075006103699694,0.08993964266024201,12.4097613562481,-16.078457450324205,0.9609490770893347,1.722486626372087,1.3604743130546346,-0.37521392243993756,16.078457450324205
Wright,QLD,0.0873,-0.009300000000000001,-0.0182,0.0207,-0.0233,-0.0194,WRIGHT,Wright,QLD,-0.0964769522,0.03544427965,-0.02208149635,1.072107813,-0.07,0.05452278065,-0.1837769522,0.04474427965,-0.0038814963499999994,1.051407813,-0.046700000000000005,0.07392278064999999,0.41859766683992194,0.3034001291977249,0.10484258688276431,0.06253004351889664,0.053102594834759154,0.057526978725932924,0.2610450135240529,0.37696900773570313,0.11007071379725315,0.11468911854859459,0.024081782716053934,0.11314436367834227,-15.755265331586903,7.356887853797822,0.5228126914488845,5.215907502969795,-2.902081211870522,5.5617384952409346,15.755265331586903
Macnamara,VIC,-0.0313,0.045,-0.061,0.0928,-0.07,0.0231,MACNAMARA,Macnamara,VIC,0.00928461849,-0.01138837031,0.1430989486,-0.9766875806,-0.07,-0.0549787583,0.04058461849,-0.05638837031,0.2040989486,-1.0694875806000002,0.0,-0.0780787583,0.33642417860216156,0.3948910539198229,0.07907085078551641,0.07158955386565671,0.0247056108749807,0.0933187519518616,0.35255609434321233,0.3100633129274745,0.23652388913971276,0.04184315326281463,0.02283117117717511,0.036182379149610665,1.6131915741050773,-8.482774099234835,15.745303835419634,-2.9746400602842082,-0.18744396978055897,-5.713637280225093,15.745303835419634
Herbert,QLD,0.0352,0.013000000000000001,0.023799999999999998,-0.0302,-0.0288,-0.0062,HERBERT,Herbert,QLD,-0.1139023585,0.1552239427,-0.03133433637,-0.1507184926,-0.07,0.06685645738,-0.1491023585,0.1422239427,-0.055134336369999995,-0.1205184926,-0.04120000000000001,0.07305645738,0.36546696534708195,0.3228718268621348,0.13660166649479635,0.060601549651879166,0.04910725819943173,0.06535073344467598,0.22888673578686553,0.475758707992901,0.09640724101610984,0.061615196103653506,0.022703151792732287,0.11462896730773792,-13.658022956021643,15.28868811307662,-4.0194425478686515,0.10136464517743402,-2.6404106406699444,4.927823386306193,15.28868811307662
Bennelong,NSW,0.1335,-0.113,-0.045899999999999996,-0.026699999999999998,0.1149,-0.020099999999999996,BENNELONG,Bennelong,NSW,0.07971145594,0.03681527064,-0.007969199177,-1.098812325,-0.07,-0.0007583296907,-0.05378854406000001,0.14981527064,0.037930800822999995,-1.072112325,-0.1849,0.019341670309299997,0.45846519202088587,0.19945557945080677,0.08235498647076774,0.06052360076859439,0.14270687995368525,0.05649376133525994,0.40996913347276276,0.3481197227708786,0.11221103411490586,0.038286490659652984,0.022152932258177074,0.0692606867236228,-4.849605854812311,14.866414332007183,2.9856047644138126,-2.223711010894141,-12.055394769550817,1.2766925388362862,14.866414332007183
Richmond,NSW,-0.1026,0.013600000000000001,-0.0294,0.0181,0.1104,0.0315,RICHMOND,Richmond,NSW,-0.04069200015,-0.08519597721,0.1395960153,-1.291473893,-0.07,0.05614924727,0.06190799985,-0.09879597721,0.1689960153,-1.309573893,-0.1804,0.02464924727,0.2472742389686979,0.3429553779838766,0.10113073210885898,0.06572400100798792,0.14863133569541523,0.09428431423516337,0.32251026626537244,0.25071231062336335,0.24884644093822456,0.038287541844584855,0.024308707337626488,0.11533473299082837,7.523602729667453,-9.224306736051325,14.771570882936558,-2.7436459163403066,-12.432262835778873,2.1050418755665006,14.771570882936558
Griffith,QLD,0.0876,-0.0702,0.0184,0.0023,-0.0449,0.0076,GRIFFITH,Griffith,QLD,-0.009571710466,-0.0516367915,0.2016619472,-0.8582995912,-0.07,-0.03807994918,-0.097171710466,0.018563208499999997,0.1832619472,-0.8605995912,-0.025100000000000004,-0.045679949180000005,0.4312731679801829,0.25078658833478423,0.13735945269483904,0.06382709641767564,0.04001316371084674,0.07674053086167153,0.3335350062974928,0.26915552783025887,0.2831382569680901,0.04424777127167717,0.022811441032419753,0.04711199660006146,-9.773816168269011,1.8368939495474634,14.577880427325104,-1.9579325145998472,-1.7201722678426987,-2.9628534261610064,14.577880427325104
Lingiari,NT,-0.0794,0.0909,-0.0256,0.0212,-0.0362,0.029900000000000003,LINGIARI,Lingiari,NT,0.08731609397,-0.009263990182,-0.01821048387,0.2985759274,-0.0233,-0.0194171108,0.16671609396999998,-0.10016399018199999,0.007389516130000003,0.2773759274,0.012900000000000002,-0.04931711080000001,0.2698121903861423,0.42118377379785116,0.1038407070465855,0.0655593420492073,0.04674871107507807,0.09285527564513567,0.413633337145056,0.30027408416680523,0.10334393356762366,0.07350029365797464,0.05224595732670192,0.057002394135838554,14.382114675891373,-12.090968963104592,-0.04967734789618483,0.7940951608767344,0.5497246251623851,-3.5852881509297116,14.382114675891373
Maranoa,QLD,-0.1691,0.08869999999999999,-0.06559999999999999,0.0351,0.1263,-0.0146,MARANOA,Maranoa,QLD,-0.1821885261,0.2116198363,-0.07136353993,0.7767856566,-0.07,0.04885664802,-0.013088526099999997,0.12291983630000002,-0.005763539930000006,0.7416856566,-0.1963,0.06345664801999999,0.18685311596552995,0.43755430408471846,0.0742724772188705,0.06892222928622445,0.16610494569280246,0.06629292775185432,0.16493017698863402,0.543980469556134,0.06595757958894272,0.09669271264639434,0.023195552318387852,0.10524350890150702,-2.1922938976895927,10.642616547141554,-0.8314897629927778,2.777048336016989,-14.290939337441461,3.8950581149652703,14.290939337441461
Hume,NSW,-0.1244,0.0049,-0.060599999999999994,0.0183,0.1636,-0.001,HUME,Hume,NSW,-0.07614427675,0.1072871364,-0.04424693366,0.2368718664,-0.0281,0.03324450521,0.04825572324999999,0.1023871364,0.016353066339999993,0.21857186639999998,-0.19169999999999998,0.03424450521,0.2348225763776844,0.34840174341727365,0.07876308809608111,0.06857198879874345,0.1935581212341713,0.07588248207604617,0.2668576980080628,0.42866327062166915,0.08635025139610814,0.07403587417050081,0.05092754536057163,0.09316536044308761,3.203512163037842,8.02615272043955,0.7587163300027024,0.5463885371757362,-14.263057587359967,1.728287836704144,14.263057587359967
Forde,QLD,0.08410000000000001,-0.1401,0.11470000000000001,-0.0173,-0.07,0.027200000000000002,FORDE,Forde,QLD,-0.01372463034,-0.005295006045,-0.01192431182,0.5136971297,-0.03761175951,0.03274368781,-0.09782463034000001,0.134804993955,-0.12662431182,0.5309971297,0.032388240490000005,0.005543687809999996,0.42850627294767335,0.18040326168513288,0.21511999645971758,0.06335024188137636,0.023016782159401134,0.08960344486669895,0.33622111033441704,0.32247790666906,0.11470735104154749,0.08606530497512635,0.045555666793163904,0.09497266018668514,-9.22851626132563,14.207464498392714,-10.041264541817009,2.271506309374999,2.253888463376277,0.5369215319986187,14.207464498392714
Sturt,SA,-0.1198,0.1671,-0.0424,0.0175,-0.0118,-0.0098,STURT,Sturt,SA,0.0006353259431,0.03752692744,0.0359846385,-0.6580302788,-0.0009,-0.03134061996,0.1204353259431,-0.12957307256,0.07838463849999999,-0.6755302787999999,0.0109,-0.021540619960000004,0.22564061074859645,0.4925975594749048,0.0888245765799161,0.06452423171637618,0.06271238126924188,0.06570064021096458,0.33591370145526644,0.3510836452664995,0.14728664840902278,0.047591022199378816,0.06780311685343889,0.050321865816393606,11.027309070666998,-14.15139142084053,5.846207182910668,-1.6933209516997367,0.5090735584197009,-1.5378774394570978,14.15139142084053
Dobell,NSW,-0.0407,-0.0852,0.1396,-0.0208,-0.07,0.056100000000000004,DOBELL,Dobell,NSW,0.08758702781,-0.03515848279,-0.02350782823,0.4340795846,-0.07,0.01014964033,0.12828702781,0.05004151721,-0.16310782823,0.4548795846,0.0,-0.04595035967,0.3134967099907698,0.2433437070160804,0.24247089640330285,0.06521090148637948,0.023731672160685436,0.11174611294278218,0.42937754050060034,0.2853984041413457,0.10298128639220773,0.08117683293035337,0.02277985846857895,0.07828607756691397,11.588083050983055,4.20546971252653,-13.948961001109511,1.5965931443973889,-0.0951813692106486,-3.346003537586821,13.948961001109511
Groom,QLD,-0.0341,0.0785,0.0021,0.0098,-0.07,0.0123,GROOM,Groom,QLD,-0.1690627332,0.08870099498,-0.0656289092,0.5023169269,0.1262991145,-0.01463444118,-0.13496273320000002,0.010200994980000003,-0.0677289092,0.4925169269,0.1962991145,-0.02693444118,0.3093876938284084,0.40021726547158154,0.12396725130401227,0.0639013685723912,0.022924388579190144,0.07960203224441645,0.1831377514626351,0.4294056422737072,0.07258515867371193,0.08766952255588828,0.16206942834202415,0.06513249669203337,-12.624994236577331,2.918837680212566,-5.138209263030034,2.3768153983497076,13.914503976283399,-1.4469535552383075,13.914503976283399
